EIN,OrgID,OverallRtg,Tax_Year,Charity Name,Category,Cause,Focus,Total_Assets,Total_Liabilities,Total_Net_Assets,Wkg_Capital,Total_Contributions,ProgSvcRev,Other_Revenue,Total_Revenue,Fundraising_Expenses,Administration_Expenses,Program_Expenses,Total_Expenses,
430699783,6189,3,2016,Animal Protective Association of Missouri,Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,8530340,76409,8453931,7207092,891375,706389,253812,1851576,226632,210623,1657182,2094437,FALSE
237400663,6869,4,2015,Animal Rescue Fund of the Hamptons,Animals,"Animal Rights, Welfare, and Services",No-Kill Shelters,14824931,209477,14615454,13425454,3860108,276908,351393,4488409,439059,433908,2554314,3427281,FALSE
042103714,8537,3,2015,Animal Rescue League of Boston,Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,93058819,4009791,89049028,69995111,4817456,2331746,2574388,9723590,471865,2195669,6535858,9203392,FALSE
420680427,6184,4,2015,Animal Rescue League of Iowa,Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,10050725,497284,9553441,9460733,2639287,1434800,1075402,5149489,629460,469858,4126248,5225566,FALSE
820351171,11768,4,2015,Animal Shelter of the Wood River Valley,Animals,"Animal Rights, Welfare, and Services",No-Kill Shelters,8295551,137209,8158342,8158342,5024365,132213,339121,5495699,256391,144076,1271025,1671492,FALSE
221752792,6787,4,2016,Animal Welfare Association,Animals,"Animal Rights, Welfare, and Services",Animal Rights and Welfare,4400973,127499,4273474,4273474,960180,1592147,709651,3261978,252088,102598,2722536,3077222,FALSE
540796610,12728,3,2016,Animal Welfare League of Alexandria,Animals,"Animal Rights, Welfare, and Services",Animal Rights and Welfare,3755500,509250,3246250,3233733,1386056,1162994,607814,3156864,295960,135576,2133754,2565290,FALSE
540603502,7152,4,2016,Animal Welfare League of Arlington,Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,7106903,173174,6933729,6933729,1647270,1735060,165237,3547567,377740,68988,2547285,2994013,FALSE
237018176,6840,4,2016,Animal Welfare Society,Animals,"Animal Rights, Welfare, and Services",Animal Rights and Welfare,5227193,177397,5049796,4652323,1482510,771644,265510,2519664,243666,257716,1895756,2397138,FALSE
208780367,16110,3,2015,Animals' Angels,Animals,"Animal Rights, Welfare, and Services",Animal Rights and Welfare,680226,163345,516881,516881,980043,0,1337,981380,90070,51578,909960,1051608,FALSE
521336903,10160,4,2015,Aplastic Anemia & MDS International Foundation,Health,"Diseases, Disorders, and Disciplines","Nerve, Muscle, Bone",6287901,1560115,4727786,4727786,5277766,33365,241900,5553031,397947,315423,5906943,6620313,FALSE
046001677,3304,4,2015,Appalachian Mountain Club,Environment,Environmental Protection and Conservation,Multipurpose Environmental Programs,129341054,16644893,112696161,109030762,14851660,13176132,3792964,31820756,1580077,2382758,22310647,26273482,FALSE
610890210,13854,1,2015,Appalshop,"Arts, Culture, Humanities",Performing Arts,Theater Groups,6133623,76173,6057450,2428408,1381972,55789,174787,1612548,85535,379441,978713,1443689,FALSE
521835698,8669,2,2016,Appleseed,Human and Civil Rights,Advocacy and Education,"Advocates for Tolerance, Civil Rights, & Civil Liberties",1812496,49270,1763226,1665826,1108662,0,11355,1120017,150369,307947,616449,1074765,FALSE
860640183,13527,4,2015,Archaeology Southwest,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation",Landmark Preservation,5903956,39831,5864125,3166925,1397303,99548,211555,1708406,128596,110746,1098540,1337882,FALSE
530246894,6258,3,2015,Arena Stage,"Arts, Culture, Humanities",Performing Arts,Theater Groups,196647605,135908884,60738721,50972019,4769508,14006679,6976525,25752712,1470612,2470802,24275582,28216996,FALSE
237149453,5125,4,2015,Arizona Animal Welfare League & SPCA,Animals,"Animal Rights, Welfare, and Services",No-Kill Shelters,6158100,225324,5932776,5932776,2363905,1322710,40118,3726733,256741,375979,2838308,3471028,FALSE
860135567,3306,4,2015,Arizona Humane Society,Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,38755038,1826768,36928270,31858270,12879259,3065870,719468,16664597,2255697,595444,12971904,15823045,FALSE
860958161,14508,4,2016,Arizona Private Education Scholarship Fund,Education,Scholarship and Financial Support,Scholarships & Financial Aid,2483203,13410,2469793,2469793,6048477,0,1235,6049712,182812,213363,4885021,5281196,FALSE
541671883,8596,4,2016,Arlington Free Clinic,Health,Treatment and Prevention Services,General Health Clinics,7101343,226983,6874360,6506086,3330942,0,32865,3363807,416336,338778,2950088,3705202,FALSE
363274346,7403,4,2015,Armed Services YMCA,Human Services,Multipurpose Human Service Organizations,"Y M C A's, Y W C A's & JCC's",51478095,7424791,44053304,43667285,11402881,5301001,2387765,19091647,598556,2695835,14861610,18156001,FALSE
530196552,6491,4,2015,Army Emergency Relief,Human Services,Social Services,"Veterans, Military, and Families",323275104,1261517,322013587,320212795,8646062,199499,13913791,22759352,1015201,3159924,27808553,31983678,FALSE
956043953,12310,4,2016,Arthritis National Research Foundation,Health,Medical Research,General & Other Research,8030832,55104,7975728,7965442,1134893,52300,553493,1740686,37027,99379,1665755,1802161,FALSE
043138434,9330,3,2015,Artists For Humanity,Education,Youth Education Programs and Services,Arts Education,14666331,168408,14497923,14497923,5944203,1461622,8008,7413833,509790,459563,2829555,3798908,FALSE
742250374,14671,4,2016,Arvada Community Food Bank,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",1794950,31218,1763732,1763732,2577074,0,43389,2620463,127129,167779,2396349,2691257,FALSE
943169008,12995,4,2015,As You Sow,Environment,Environmental Protection and Conservation,Multipurpose Environmental Programs,1909496,104596,1804900,1804900,3153112,525419,2552,3681083,326271,69062,2351994,2747327,FALSE
561444098,12352,4,2016,Asheville Humane Society,Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,4076180,125788,3950392,3915392,1798353,988871,-20210,2767014,391323,138916,2205330,2735569,FALSE
571192973,12590,4,2015,Asian & Pacific Islander American Scholarship Fund,Education,Scholarship and Financial Support,Scholarships & Financial Aid,5427945,555552,4872393,4872393,18091146,0,-85293,18005853,409236,417058,16995173,17821467,FALSE
956120630,5890,3,2016,Asian Access,Religion,Religious Activities,Christian - International,3528561,238352,3290209,3290209,3305039,180066,53962,3539067,327742,370253,2507868,3205863,FALSE
237042291,5107,4,2015,Aspen Center for Environmental Studies,Environment,"Botanical Gardens, Parks, and Nature Centers","Outdoor Programs, Parks, & Nature Centers",10796640,354828,10441812,6491812,2170493,734073,-38744,2865822,234938,290115,1976438,2501491,FALSE
237307276,10704,4,2016,Assistance League of Austin,Human Services,Social Services,Other,4089305,46192,4043113,4016361,1069049,39656,40358,1149063,129301,38393,933839,1101533,FALSE
550479715,9241,4,2015,Association of Gospel Rescue Missions,Human Services,Homeless Services,Rescue Missions,1826902,609298,1217604,1217604,401261,1556223,38248,1995732,39931,273983,1513444,1827358,FALSE
521591381,13793,3,2015,Association of Reproductive Health Professionals,Health,Treatment and Prevention Services,Professional Organizations,995438,65528,929910,929910,1671578,224568,1983,1898129,41642,53949,1010476,1106067,FALSE
131691693,6716,3,2015,Asthma and Allergy Foundation of America,Health,"Diseases, Disorders, and Disciplines",Other Diseases,5621298,1103882,4517416,4357416,2335913,1525425,102382,3963720,163928,703669,2638320,3505917,FALSE
581675299,10806,4,2015,Atlanta Children's Shelter,Human Services,"Youth Development, Shelter, and Crisis Services","Homes, Shelters, & Crisis Services",2839561,61181,2778380,2778380,1430096,0,2846,1432942,122792,263754,1048207,1434753,FALSE
581535414,7203,4,2015,Atlanta Habitat for Humanity,Community Development,Housing and Neighborhood Development,Habitat for Humanity,69092223,16394651,52697572,52697572,7429336,8072842,123897,15626075,932426,1008043,11677135,13617604,FALSE
580685900,3328,3,2016,Atlanta Humane Society,Animals,"Animal Rights, Welfare, and Services",No-Kill Shelters,39698464,5514835,34183629,29876046,4954632,2406419,3763949,11125000,1020800,1192698,7600557,9814055,FALSE
580572430,3330,3,2016,Atlanta Mission,Human Services,Homeless Services,Rescue Missions,39694004,1175984,38518020,37468020,12503161,2760635,70209,15334005,2702406,1422841,11871594,15996841,FALSE
581295754,9603,3,2015,Atlanta Ronald McDonald House Charities,Health,Patient and Family Support,Patient & Family Support,41681866,3698606,37983260,37372510,3458487,71712,326907,3857106,851853,337754,2302328,3491935,FALSE
226076337,9247,2,2015,Atlantic City Rescue Mission,Human Services,Homeless Services,Rescue Missions,4140694,729248,3411446,3411446,3235914,844448,385,4080747,450300,548117,2998247,3996664,FALSE
942763845,10435,4,2015,Atlas Network,Research and Public Policy,Social and Public Policy Research,Social & Public Policy Research,6357430,103115,6254315,6254315,11333100,59412,71924,11464436,1006267,494826,9597039,11098132,FALSE
840571145,13175,3,2015,Attention Homes,Human Services,"Youth Development, Shelter, and Crisis Services","Homes, Shelters, & Crisis Services",1583928,57763,1526165,1526165,1208931,364586,315580,1889097,321999,122603,1207643,1652245,FALSE
510157624,3332,3,2015,Audubon Nature Institute,Animals,Zoos and Aquariums,Zoos,18033919,8885324,9148595,9148595,4316552,25823828,747301,30887681,1092107,508318,29670308,31270733,FALSE
742373217,9175,4,2015,Austin Habitat for Humanity,Community Development,Housing and Neighborhood Development,Habitat for Humanity,25434309,17704671,7729638,7695919,3772073,1892421,1137630,6802124,497243,629318,5379707,6506268,FALSE
746013665,5689,3,2016,Austin Humane Society,Animals,"Animal Rights, Welfare, and Services",No-Kill Shelters,3109866,123168,2986698,2986698,2076210,494805,19201,2590216,325090,229180,2288389,2842659,FALSE
742648803,17279,4,2015,Austin Parks Foundation,Environment,"Botanical Gardens, Parks, and Nature Centers",Urban Parks,5379737,726031,4653706,4653706,6511366,0,34433,6545799,397345,243394,4246223,4886962,FALSE
742893360,17263,3,2015,Austin Pets Alive,Animals,"Animal Rights, Welfare, and Services",No-Kill Shelters,2820013,220897,2599116,2599116,3763530,804282,49770,4617582,447576,426684,3559241,4433501,FALSE
521020149,8321,3,2015,Autism Society of America,Health,"Diseases, Disorders, and Disciplines",Other Diseases,917375,252091,665284,615284,2456195,298801,76949,2831945,477039,83707,2363429,2924175,FALSE
202329938,12720,2,2016,Autism Speaks,Health,"Diseases, Disorders, and Disciplines",Other Diseases,15392508,8369003,7023505,7023505,47544741,0,11758,47556499,9981115,1841485,34917073,46739673,FALSE
208820570,13612,0,2015,Autism Spectrum Disorder Foundation,Health,"Diseases, Disorders, and Disciplines",Other Diseases,87613,47679,39934,39934,1348206,0,0,1348206,936595,30640,357207,1324442,FALSE
520971440,13222,3,2016,Ayuda,Human and Civil Rights,Advocacy and Education,Legal Services,1165255,242772,922483,922483,2519924,613573,13508,3147005,279866,75124,2732220,3087210,FALSE
870264274,8719,3,2016,Ballet West,"Arts, Culture, Humanities",Performing Arts,Dance,10307399,6166431,4140968,1913439,5808742,5689770,307617,11806129,920340,1264069,9313935,11498344,FALSE
237180620,5130,3,2015,Baltimore Community Foundation,Community Development,Community Foundations,Community Foundations,154128641,13221319,140907322,140907322,35631362,0,3695243,39326605,1312472,2262109,25359828,28934409,FALSE
520623165,8275,3,2016,Baltimore Humane Society,Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,2331438,77424,2254014,1993468,1707130,345358,29100,2081588,64786,330783,1032211,1427780,FALSE
560547499,5501,4,2015,Baptist Children's Homes of North Carolina,Human Services,Children's and Family Services,Family Care & Development,45000976,1429972,43571004,36090534,14019240,7258473,1033067,22310780,1614095,2353089,16292552,20259736,FALSE
260587238,16261,4,2016,Barbara Bush Foundation for Family Literacy,Education,Early Childhood Programs and Services,Literacy Programs,38676122,3478606,35197516,35197516,4462540,0,-47693,4414847,1377649,404951,7118912,8901512,FALSE
592920275,11056,4,2016,Barnabas Center,Human Services,Social Services,Other,3051419,45168,3006251,2965284,2480063,0,956874,3436937,205528,68607,3079226,3353361,FALSE
726030391,5650,4,2015,Baton Rouge Area Foundation,Community Development,Community Foundations,Community Foundations,250543524,9750540,240792984,171372330,16245969,0,9869208,26115177,582600,2622090,28128804,31333494,FALSE
390988577,6171,2,2015,Bay Area Humane Society,Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,2558464,49972,2508492,2355635,656937,447811,94838,1199586,171871,424535,990097,1586503,FALSE
016023519,13399,2,2015,Bay Chamber Concerts,"Arts, Culture, Humanities",Performing Arts,Symphonies & Orchestras,1945798,103915,1841883,1521798,559273,372069,33688,965030,120994,116519,896532,1134045,FALSE
311794932,11742,3,2016,BBYO,Religion,Religious Activities,Jewish - National,15299350,9178346,6121004,5214516,13666966,16006318,-164480,29508804,1911773,1828246,25588370,29328389,FALSE
411704734,9042,4,2015,Be The Match Foundation,Health,Medical Research,General & Other Research,18677503,2666515,16010988,16010988,12002986,0,256884,12259870,2229162,1213533,11924554,15367249,FALSE
920072522,11595,4,2015,Bean's Cafe,Human Services,Homeless Services,Homelessness - Direct Services,5534531,224617,5309914,5309914,2395276,532548,224376,3152200,98795,667261,1952710,2718766,FALSE
363874655,11954,3,2016,Bear Necessities Pediatric Cancer Foundation,Health,Patient and Family Support,Patient & Family Support,2320309,757153,1563156,1563156,1914949,0,-140224,1774725,400988,108855,1265108,1774951,FALSE
043182053,9331,3,2016,BELL (Building Educated Leaders for Life),Education,Youth Education Programs and Services,After-school Educational Programs & Services for Elementary and Secondary Students,12668028,2502916,10165112,10165112,19758429,0,13818,19772247,798239,2199614,16462292,19460145,FALSE
